Bio Tech/Engg,Cell biology,Chemical,General,Genetics,Nano technology,id_x,patent_id,assignee_id,id_y,type,name_first,name_last,organization
False,False,False,False,True,False,3956283,3956283,1527ae9598647b3df915e27d03999dd0,1527ae9598647b3df915e27d03999dd0,3,,,Sandoz Ltd.
False,False,False,False,True,False,3956297,3956297,5dea6f4f893fe7f46109b06c2ac203fc,5dea6f4f893fe7f46109b06c2ac203fc,2,,,The Upjohn Company
False,False,False,False,True,False,3956459,3956459,18623cd4afc17ff984c84aa261357b80,18623cd4afc17ff984c84aa261357b80,2,,,American Cyanamid Company 
False,False,False,False,True,False,3956492,3956492,b66653d47d8e39f3a1d5c392ca5e3a1e,b66653d47d8e39f3a1d5c392ca5e3a1e,3,,,Boehringer Ingelheim GmbH
False,False,False,False,True,False,3957678,3957678,eaa92f175be7bfb71011f17eafb1e71f,eaa92f175be7bfb71011f17eafb1e71f,2,,,U.S. Philips Corporation
False,False,False,False,True,False,3957761,3957761,5dea6f4f893fe7f46109b06c2ac203fc,5dea6f4f893fe7f46109b06c2ac203fc,2,,,The Upjohn Company
False,False,False,False,True,False,3957798,3957798,18623cd4afc17ff984c84aa261357b80,18623cd4afc17ff984c84aa261357b80,2,,,American Cyanamid Company 
False,False,False,False,True,False,3957986,3957986,e3d2868230848776fe2e1bba46bd4353,e3d2868230848776fe2e1bba46bd4353,2,,,Richardson-Merrell Inc.
False,False,False,True,False,False,3958364,3958364,c9c2ac045d80f679ee362f233a813e45,c9c2ac045d80f679ee362f233a813e45,2,,,"American Bioculture, Inc."
False,False,False,False,True,False,3960800,3960800,c8b08ef1d064f9d5b743cdf01e585cac,c8b08ef1d064f9d5b743cdf01e585cac,2,,,Dow Corning Corporation
False,False,False,False,True,False,3960835,3960835,9a6391f6c350f803ed1701e543a75993,9a6391f6c350f803ed1701e543a75993,2,,,Commercial Solvents Corporation
False,False,False,False,True,False,3960857,3960857,8c1812abd34ad2303b6ce64bc113d6ba,8c1812abd34ad2303b6ce64bc113d6ba,2,,,The Goodyear Tire & Rubber Company
False,False,False,False,True,False,3960961,3960961,5dea6f4f893fe7f46109b06c2ac203fc,5dea6f4f893fe7f46109b06c2ac203fc,2,,,The Upjohn Company
False,False,False,False,True,False,3960962,3960962,a575a126d2d9000c21965755c873cdcb,a575a126d2d9000c21965755c873cdcb,3,,,Enlight Corporation
False,False,False,False,True,False,3960972,3960972,b4b233901892d20ea788400ab07c48f1,b4b233901892d20ea788400ab07c48f1,2,,,Phillips Petroleum Company
False,False,True,False,False,False,3962133,3962133,081507e638fca84980f88a3c3f5cd1fa,081507e638fca84980f88a3c3f5cd1fa,2,,,Mobil Oil Corporation
False,False,False,False,True,False,3962237,3962237,70afb5043580b4d058f3b48f4953f818,70afb5043580b4d058f3b48f4953f818,3,,,John Wyeth and Brother Limited
False,False,False,False,True,False,3962285,3962285,b9bed5c26d82998aae60c288b0ce44c8,b9bed5c26d82998aae60c288b0ce44c8,2,,,Exxon Research & Engineering Co.
False,False,False,False,True,False,3962338,3962338,acc1d0b78aac28dd8ea9f6fb5ca7c3b6,acc1d0b78aac28dd8ea9f6fb5ca7c3b6,2,,,"Merck & Co., Inc."
False,False,True,False,False,False,3963691,3963691,acc1d0b78aac28dd8ea9f6fb5ca7c3b6,acc1d0b78aac28dd8ea9f6fb5ca7c3b6,2,,,"Merck & Co., Inc."
False,False,False,False,True,False,3963757,3963757,b4b233901892d20ea788400ab07c48f1,b4b233901892d20ea788400ab07c48f1,2,,,Phillips Petroleum Company
False,False,False,False,True,False,3964995,3964995,311050e4fdb835d9dfe7b2c8d9d3462b,311050e4fdb835d9dfe7b2c8d9d3462b,2,,,"Hydrocarbon Research, Inc."
False,False,False,False,True,False,3965180,3965180,5dea6f4f893fe7f46109b06c2ac203fc,5dea6f4f893fe7f46109b06c2ac203fc,2,,,The Upjohn Company
False,False,False,False,True,False,3965252,3965252,513f04cb9164b08f0cde2e76f43391f6,513f04cb9164b08f0cde2e76f43391f6,2,,,Ashland Inc.
False,False,False,False,True,False,3965257,3965257,e3d2868230848776fe2e1bba46bd4353,e3d2868230848776fe2e1bba46bd4353,2,,,Richardson-Merrell Inc.
False,False,False,False,True,False,3966724,3966724,7c317f689d08cd9e34fbf1c4ef5e4309,7c317f689d08cd9e34fbf1c4ef5e4309,2,,,Armour Pharmaceutical Company
False,False,False,False,True,False,3966763,3966763,7abdc1d3ad847b31eac633b44b9803ac,7abdc1d3ad847b31eac633b44b9803ac,2,,,Standard Oil Company (Indiana)
False,False,False,False,True,False,3966921,3966921,d35e08011bccccdec085cf75f3f9e635,d35e08011bccccdec085cf75f3f9e635,2,,,Ciba-Geigy Corporation
False,False,False,False,True,False,3968245,3968245,bba37424fef5b10da698f003f2d7b496,bba37424fef5b10da698f003f2d7b496,3,,,Anelva Corporation
False,False,False,False,True,False,3970647,3970647,1527ae9598647b3df915e27d03999dd0,1527ae9598647b3df915e27d03999dd0,3,,,Sandoz Ltd.
False,False,False,False,True,False,3971814,3971814,f206e888c95bebae87bcac214b891bbb,f206e888c95bebae87bcac214b891bbb,2,,,Warner-Lambert Company
False,False,False,False,True,False,3971836,3971836,938abd979f5cd25ec5fed6ab7114a696,938abd979f5cd25ec5fed6ab7114a696,2,,,Minerec Corporation
False,False,False,False,True,False,3972851,3972851,e9392087a873d8607cede39e8fbb26e6,e9392087a873d8607cede39e8fbb26e6,2,,,GENERAL ELECTRIC COMPANY
False,False,False,False,True,False,3972952,3972952,9bdd23f2da31ab1b1a915c017815f543,9bdd23f2da31ab1b1a915c017815f543,2,,,Celanese Corporation
False,False,False,False,True,False,3973889,3973889,eba38d260a7df1578dc8811d00755e8e,eba38d260a7df1578dc8811d00755e8e,2,,,Rochester Button Company
False,False,False,False,True,False,3974073,3974073,1fd3554d50234cd6d2aef65819a56181,1fd3554d50234cd6d2aef65819a56181,2,,,The Lummus Company
False,False,False,False,True,False,3974131,3974131,928b798aa4bd89d67205910a7e2d044c,928b798aa4bd89d67205910a7e2d044c,2,,,Syntro Corporation
False,False,False,False,True,False,3974256,3974256,b9bed5c26d82998aae60c288b0ce44c8,b9bed5c26d82998aae60c288b0ce44c8,2,,,Exxon Research & Engineering Co.
False,False,False,False,True,False,3975296,3975296,18623cd4afc17ff984c84aa261357b80,18623cd4afc17ff984c84aa261357b80,2,,,American Cyanamid Company 
False,False,False,False,True,False,3975300,3975300,081507e638fca84980f88a3c3f5cd1fa,081507e638fca84980f88a3c3f5cd1fa,2,,,Mobil Oil Corporation
False,False,False,False,True,False,3975351,3975351,300784c3ad83d47581cc8ccfdb478491,300784c3ad83d47581cc8ccfdb478491,3,,,Imperial Chemical Industries PLC
False,False,False,False,True,False,3975384,3975384,b66653d47d8e39f3a1d5c392ca5e3a1e,b66653d47d8e39f3a1d5c392ca5e3a1e,3,,,Boehringer Ingelheim GmbH
False,False,False,False,True,False,3975524,3975524,b66653d47d8e39f3a1d5c392ca5e3a1e,b66653d47d8e39f3a1d5c392ca5e3a1e,3,,,Boehringer Ingelheim GmbH
False,False,False,False,True,False,3976670,3976670,a575a126d2d9000c21965755c873cdcb,a575a126d2d9000c21965755c873cdcb,3,,,Enlight Corporation
False,False,False,False,True,False,3977996,3977996,96fbaab6e10d2393e3f0d963f439ae3e,96fbaab6e10d2393e3f0d963f439ae3e,2,,,Aerojet-General Corporation
False,False,False,False,True,False,3978026,3978026,96fbaab6e10d2393e3f0d963f439ae3e,96fbaab6e10d2393e3f0d963f439ae3e,2,,,Aerojet-General Corporation
False,False,False,False,True,False,3979444,3979444,5dea6f4f893fe7f46109b06c2ac203fc,5dea6f4f893fe7f46109b06c2ac203fc,2,,,The Upjohn Company
False,False,True,False,False,False,3980684,3980684,b9bed5c26d82998aae60c288b0ce44c8,b9bed5c26d82998aae60c288b0ce44c8,2,,,Exxon Research & Engineering Co.
False,False,False,False,True,False,3980794,3980794,7842d4a3c63f3eec2ded513ced2c398f,7842d4a3c63f3eec2ded513ced2c398f,2,,,Eli Lilly and Company
False,False,False,False,True,False,3981951,3981951,eba38d260a7df1578dc8811d00755e8e,eba38d260a7df1578dc8811d00755e8e,2,,,Rochester Button Company
False,False,False,False,True,False,3984348,3984348,18623cd4afc17ff984c84aa261357b80,18623cd4afc17ff984c84aa261357b80,2,,,American Cyanamid Company 
False,False,False,False,True,False,3987047,3987047,b66653d47d8e39f3a1d5c392ca5e3a1e,b66653d47d8e39f3a1d5c392ca5e3a1e,3,,,Boehringer Ingelheim GmbH
False,False,False,False,True,False,3988276,3988276,9d23705ee050ef089ef19bc5b9e3cb2d,9d23705ee050ef089ef19bc5b9e3cb2d,2,,,Novagard Corporation
False,False,False,False,True,False,3988290,3988290,aca8358f38f9eb71191a353a59a96ea9,aca8358f38f9eb71191a353a59a96ea9,2,,,"AIR PRODUCTS AND CHEMICALS, INC."
False,False,False,False,True,False,3988335,3988335,7471a05bee769c638780dfd56f29aa99,7471a05bee769c638780dfd56f29aa99,2,,,American Home Products Corporation
False,False,True,False,False,False,3988349,3988349,1ee8fae2374654bcd82a1d668f50acde,1ee8fae2374654bcd82a1d668f50acde,2,,,Hoffmann-La Roche Inc.
False,False,False,False,True,False,3989608,3989608,273ebef47e609943b1a369c2b0b67187,273ebef47e609943b1a369c2b0b67187,6,,,The United States Energy Research and Development Administration
False,False,False,False,True,False,3989747,3989747,9fc16c01386581d36640bc4f20184023,9fc16c01386581d36640bc4f20184023,2,,,Monsanto Company
False,False,False,False,True,False,3989748,3989748,9fc16c01386581d36640bc4f20184023,9fc16c01386581d36640bc4f20184023,2,,,Monsanto Company
False,False,False,False,True,False,3991025,3991025,9d23705ee050ef089ef19bc5b9e3cb2d,9d23705ee050ef089ef19bc5b9e3cb2d,2,,,Novagard Corporation
False,False,False,False,True,False,3991043,3991043,d8c4272c88169b29f911d74de6a2aab8,d8c4272c88169b29f911d74de6a2aab8,2,,,Toms River Chemical Corporation
False,False,False,False,True,False,3991091,3991091,94aa8b41cea80c8254e6ea6655dbbbfb,94aa8b41cea80c8254e6ea6655dbbbfb,2,,,"Sun Ventures, Inc."
False,False,False,False,True,False,3992328,3992328,1fd3554d50234cd6d2aef65819a56181,1fd3554d50234cd6d2aef65819a56181,2,,,The Lummus Company
False,False,False,False,True,False,3992453,3992453,0a21a0cbd50fe6558b13d773effc9eb1,0a21a0cbd50fe6558b13d773effc9eb1,2,,,Universal Oil Products Company
False,False,False,False,True,False,3992483,3992483,b4b233901892d20ea788400ab07c48f1,b4b233901892d20ea788400ab07c48f1,2,,,Phillips Petroleum Company
False,False,False,True,False,False,3992522,3992522,2a167173169e26bb2c6401e499431ea8,2a167173169e26bb2c6401e499431ea8,6,,,The Government of the United States as represented by the Secretary of the Department of Health and Human Services
False,False,False,True,False,False,3993544,3993544,e450c3134c698d02fe01fff6bfe8cd32,e450c3134c698d02fe01fff6bfe8cd32,2,,,Massachusetts Institute of Technology
False,False,False,False,True,False,3993683,3993683,b66653d47d8e39f3a1d5c392ca5e3a1e,b66653d47d8e39f3a1d5c392ca5e3a1e,3,,,Boehringer Ingelheim GmbH
False,False,False,False,True,False,3994891,3994891,7c317f689d08cd9e34fbf1c4ef5e4309,7c317f689d08cd9e34fbf1c4ef5e4309,2,,,Armour Pharmaceutical Company
False,False,False,False,True,False,3994924,3994924,18623cd4afc17ff984c84aa261357b80,18623cd4afc17ff984c84aa261357b80,2,,,American Cyanamid Company 
False,False,False,False,True,False,3995992,3995992,6fde9a279d234bdd67598cf9d3b39581,6fde9a279d234bdd67598cf9d3b39581,3,,,Ciba-Geigy AG
False,False,False,False,True,False,3996238,3996238,d35e08011bccccdec085cf75f3f9e635,d35e08011bccccdec085cf75f3f9e635,2,,,Ciba-Geigy Corporation
False,False,False,False,True,False,3996282,3996282,720a51ce088f4d433749ad3514f89328,720a51ce088f4d433749ad3514f89328,2,,,Sterling Drug Inc.
False,False,False,False,True,False,3997478,3997478,2c33fc402a33ff5031cb68f1928e39ff,2c33fc402a33ff5031cb68f1928e39ff,3,,,Budapesti Muszaki Egyetem
False,False,False,False,True,False,3997618,3997618,9e1003e7c3e18d1d8652e37564e99571,9e1003e7c3e18d1d8652e37564e99571,2,,,Engelhard Minerals & Chemicals Corporation
False,False,False,False,True,False,3997621,3997621,081507e638fca84980f88a3c3f5cd1fa,081507e638fca84980f88a3c3f5cd1fa,2,,,Mobil Oil Corporation
False,False,True,False,False,False,3998658,3998658,66f7e1406d8a5c7e2ffdbce1ada6929c,66f7e1406d8a5c7e2ffdbce1ada6929c,2,,,"P. R. Mallory & Co., Inc."
False,False,False,False,True,False,4000122,4000122,7471a05bee769c638780dfd56f29aa99,7471a05bee769c638780dfd56f29aa99,2,,,American Home Products Corporation
False,False,False,False,True,False,4000170,4000170,9fc16c01386581d36640bc4f20184023,9fc16c01386581d36640bc4f20184023,2,,,Monsanto Company
False,False,False,False,True,False,4000347,4000347,099c2e138f83bf0366539bddfda6b2e2,099c2e138f83bf0366539bddfda6b2e2,2,,,Union Carbide Corporation
False,False,False,False,True,False,4001107,4001107,68f31ecdaa3b3827bbd64e60cd21d9da,68f31ecdaa3b3827bbd64e60cd21d9da,2,,,The Dow Chemical Company
False,False,False,False,True,False,4001204,4001204,92aff61edd4f4d574d412e0c836b9be7,92aff61edd4f4d574d412e0c836b9be7,2,,,Eastman Kodak Company
False,False,False,False,True,False,4001310,4001310,68f31ecdaa3b3827bbd64e60cd21d9da,68f31ecdaa3b3827bbd64e60cd21d9da,2,,,The Dow Chemical Company
False,False,False,False,True,False,4001317,4001317,7abdc1d3ad847b31eac633b44b9803ac,7abdc1d3ad847b31eac633b44b9803ac,2,,,Standard Oil Company (Indiana)
False,False,False,False,True,False,4002594,4002594,ef33519ea73cb0a386c93fc35848a6b4,ef33519ea73cb0a386c93fc35848a6b4,2,,,"PPG Industries Ohio, Inc."
False,False,False,False,True,False,4002677,4002677,1eabf4ececbb6310a770eba041d4ec03,1eabf4ececbb6310a770eba041d4ec03,2,,,"Halcon International, Inc."
False,False,False,False,True,False,4002678,4002678,1eabf4ececbb6310a770eba041d4ec03,1eabf4ececbb6310a770eba041d4ec03,2,,,"Halcon International, Inc."
False,False,False,False,True,False,4002703,4002703,10b108b4ee97bab2304d092590c0bf7c,10b108b4ee97bab2304d092590c0bf7c,3,,,BASF Aktiengesellschaft
False,False,False,False,True,False,4002720,4002720,b9bed5c26d82998aae60c288b0ce44c8,b9bed5c26d82998aae60c288b0ce44c8,2,,,Exxon Research & Engineering Co.
False,False,False,False,True,False,4002766,4002766,8e9288675d32478fd0e2177f7217ef92,8e9288675d32478fd0e2177f7217ef92,2,,,A. H. Robins Company
False,False,False,False,True,False,4003749,4003749,062af6b4d9f7708cfd5e659cd13a3726,062af6b4d9f7708cfd5e659cd13a3726,3,,,"Fuji Photo Film Co., Ltd."
False,False,False,False,True,False,4005026,4005026,720a51ce088f4d433749ad3514f89328,720a51ce088f4d433749ad3514f89328,2,,,Sterling Drug Inc.
False,False,False,False,True,False,4005085,4005085,1ee8fae2374654bcd82a1d668f50acde,1ee8fae2374654bcd82a1d668f50acde,2,,,Hoffmann-La Roche Inc.
False,False,False,False,True,False,4006140,4006140,29d5063b526aba1fd9ca16fe9c5d3ea8,29d5063b526aba1fd9ca16fe9c5d3ea8,2,,,The B. F. Goodrich Company
False,False,False,False,True,False,4007006,4007006,2b4f6601ae278f126eb60f393d6ffb0a,2b4f6601ae278f126eb60f393d6ffb0a,6,,,The United States of America as represented by the Secretary of Agriculture
False,False,False,False,True,False,4008068,4008068,3c746a71267e292195f54d34476d431c,3c746a71267e292195f54d34476d431c,2,,,Velsicol Chemical Corporation
False,False,False,False,True,False,4008233,4008233,f206e888c95bebae87bcac214b891bbb,f206e888c95bebae87bcac214b891bbb,2,,,Warner-Lambert Company
False,False,False,False,True,False,4009162,4009162,d8bef40b1fe4378272a6dda74244b1f4,d8bef40b1fe4378272a6dda74244b1f4,3,,,Hoechst Aktiengesellschaft
False,False,False,False,True,False,4009201,4009201,0036818a5ce5ffd604fc529574ede785,0036818a5ce5ffd604fc529574ede785,2,,,Alcolac Inc.
False,False,False,False,True,False,4010094,4010094,7abdc1d3ad847b31eac633b44b9803ac,7abdc1d3ad847b31eac633b44b9803ac,2,,,Standard Oil Company (Indiana)
False,False,False,False,True,False,4010177,4010177,5dea6f4f893fe7f46109b06c2ac203fc,5dea6f4f893fe7f46109b06c2ac203fc,2,,,The Upjohn Company
False,False,False,False,True,False,4010270,4010270,b66653d47d8e39f3a1d5c392ca5e3a1e,b66653d47d8e39f3a1d5c392ca5e3a1e,3,,,Boehringer Ingelheim GmbH
False,False,False,False,True,False,4011223,4011223,099c2e138f83bf0366539bddfda6b2e2,099c2e138f83bf0366539bddfda6b2e2,2,,,Union Carbide Corporation
False,False,False,False,True,False,4012350,4012350,90543d42659820f2353c48135f7ce6e3,90543d42659820f2353c48135f7ce6e3,4,Oliver W.,"Burke, Jr.",
False,False,False,False,True,False,4012370,4012370,d35e08011bccccdec085cf75f3f9e635,d35e08011bccccdec085cf75f3f9e635,2,,,Ciba-Geigy Corporation
False,False,False,False,True,False,4012433,4012433,12bb186dab2e4f3a33418f686b912ee4,12bb186dab2e4f3a33418f686b912ee4,2,,,Gulf Oil Corporation
False,False,False,False,True,False,4012445,4012445,099c2e138f83bf0366539bddfda6b2e2,099c2e138f83bf0366539bddfda6b2e2,2,,,Union Carbide Corporation
False,False,False,False,True,False,4012464,4012464,41c2e1577f2ef6767a70fc9abe3fb1b5,41c2e1577f2ef6767a70fc9abe3fb1b5,6,,,Th United States of America as represented by the Secretary of the Army
False,False,False,False,True,False,4012526,4012526,d511ce02801fa5f3b63574d5224579aa,d511ce02801fa5f3b63574d5224579aa,2,,,Chevron Research Company
False,False,False,False,True,False,4013651,4013651,7842d4a3c63f3eec2ded513ced2c398f,7842d4a3c63f3eec2ded513ced2c398f,2,,,Eli Lilly and Company
False,False,False,False,True,False,4014878,4014878,6e743111975f3c5634ad93d541e84903,6e743111975f3c5634ad93d541e84903,2,,,"Morton-Norwich Products, Inc."
False,False,False,False,True,False,4015044,4015044,099c2e138f83bf0366539bddfda6b2e2,099c2e138f83bf0366539bddfda6b2e2,2,,,Union Carbide Corporation
False,False,False,False,True,False,4015047,4015047,099c2e138f83bf0366539bddfda6b2e2,099c2e138f83bf0366539bddfda6b2e2,2,,,Union Carbide Corporation
False,False,False,False,True,False,4016163,4016163,099c2e138f83bf0366539bddfda6b2e2,099c2e138f83bf0366539bddfda6b2e2,2,,,Union Carbide Corporation
False,False,False,False,True,False,4016202,4016202,b66653d47d8e39f3a1d5c392ca5e3a1e,b66653d47d8e39f3a1d5c392ca5e3a1e,3,,,Boehringer Ingelheim GmbH
False,False,False,False,True,False,4016263,4016263,b66653d47d8e39f3a1d5c392ca5e3a1e,b66653d47d8e39f3a1d5c392ca5e3a1e,3,,,Boehringer Ingelheim GmbH
False,False,False,False,True,False,4017424,4017424,b4b233901892d20ea788400ab07c48f1,b4b233901892d20ea788400ab07c48f1,2,,,Phillips Petroleum Company
False,False,False,False,True,False,4017489,4017489,8c1812abd34ad2303b6ce64bc113d6ba,8c1812abd34ad2303b6ce64bc113d6ba,2,,,The Goodyear Tire & Rubber Company
False,False,False,False,True,False,4017491,4017491,d704efc08ae463929f8d0599c00ed27e,d704efc08ae463929f8d0599c00ed27e,2,,,G. D. Searle & Co.
False,False,False,False,True,False,4017492,4017492,5dea6f4f893fe7f46109b06c2ac203fc,5dea6f4f893fe7f46109b06c2ac203fc,2,,,The Upjohn Company
False,False,False,False,True,False,4017514,4017514,e3d2868230848776fe2e1bba46bd4353,e3d2868230848776fe2e1bba46bd4353,2,,,Richardson-Merrell Inc.
