patent_id,NAICS_CODES
9227259,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9227259,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9227259,334111N~518210N~541511N~541512N~541513N~541519E
9227855,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9227855,541519E
9227855,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9227855,334111N~541712E
9227855,334111N~511210N~541519E
9227855,541614N
9227855,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9227855,541712E
9227855,334413N
9227855,518210N
9227855,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9227855,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9227855,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9227855,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9227855,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9227855,334111N~518210N~541511N~541512N~541513N~541519E
9231139,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9231139,541519E
9231139,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9231139,334111N~541712E
9231139,334111N~511210N~541519E
9231139,541614N
9231139,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9231139,541712E
9231139,334413N
9231139,518210N
9231139,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9231139,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9231139,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9231139,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9231139,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9231139,334111N~518210N~541511N~541512N~541513N~541519E
9246028,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9246028,541519E
9246028,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9246028,334111N~541712E
9246028,334111N~511210N~541519E
9246028,541614N
9246028,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9246028,541712E
9246028,334413N
9246028,518210N
9246028,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9246028,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9246028,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9246028,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9246028,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9246028,334111N~518210N~541511N~541512N~541513N~541519E
9246032,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9246032,541519E
9246032,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9246032,334111N~541712E
9246032,334111N~511210N~541519E
9246032,541614N
9246032,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9246032,541712E
9246032,334413N
9246032,518210N
9246032,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9246032,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9246032,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9246032,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9246032,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9246032,334111N~518210N~541511N~541512N~541513N~541519E
9246033,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9246033,541519E
9246033,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9246033,334111N~541712E
9246033,334111N~511210N~541519E
9246033,541614N
9246033,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9246033,541712E
9246033,334413N
9246033,518210N
9246033,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9246033,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9246033,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9246033,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9246033,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9246033,334111N~518210N~541511N~541512N~541513N~541519E
9246039,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9246039,541519E
9246039,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9246039,334111N~541712E
9246039,334111N~511210N~541519E
9246039,541614N
9246039,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9246039,541712E
9246039,334413N
9246039,518210N
9246039,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9246039,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9246039,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9246039,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9246039,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9246039,334111N~518210N~541511N~541512N~541513N~541519E
9284656,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9284656,541519E
9284656,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9284656,334111N~541712E
9284656,334111N~511210N~541519E
9284656,541614N
9284656,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9284656,541712E
9284656,334413N
9284656,518210N
9284656,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9284656,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9284656,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9284656,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9284656,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9284656,334111N~518210N~541511N~541512N~541513N~541519E
9306106,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9306106,541519E
9306106,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9306106,334111N~541712E
9306106,334111N~511210N~541519E
9306106,541614N
9306106,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9306106,541712E
9306106,334413N
9306106,518210N
9306106,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9306106,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9306106,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9306106,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9306106,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9306106,334111N~518210N~541511N~541512N~541513N~541519E
9306107,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9306107,541519E
9306107,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9306107,334111N~541712E
9306107,334111N~511210N~541519E
9306107,541614N
9306107,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9306107,541712E
9306107,334413N
9306107,518210N
9306107,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9306107,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9306107,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9306107,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9306107,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9306107,334111N~518210N~541511N~541512N~541513N~541519E
9310138,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9310138,541519E
9310138,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9310138,334111N~541712E
9310138,334111N~511210N~541519E
9310138,541614N
9310138,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9310138,541712E
9310138,334413N
9310138,518210N
9310138,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9310138,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9310138,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9310138,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9310138,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9310138,334111N~518210N~541511N~541512N~541513N~541519E
9312426,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9312426,541519E
9312426,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9312426,334111N~541712E
9312426,334111N~511210N~541519E
9312426,541614N
9312426,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9312426,541712E
9312426,334413N
9312426,518210N
9312426,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9312426,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9312426,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9312426,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9312426,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9312426,334111N~518210N~541511N~541512N~541513N~541519E
9324896,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9324896,541519E
9324896,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9324896,334111N~541712E
9324896,334111N~511210N~541519E
9324896,541614N
9324896,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9324896,541712E
9324896,334413N
9324896,518210N
9324896,334111N~334112N~334118N~334290N~334413N~423430N~511210N~518210N~522220N~541219N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541990N~561210N~611420N~611710N~811212N~811213N
9324896,334111N~518210N~541330E~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541990N~611420N~611710N
9324896,238220N~334111N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9324896,238220N~334111N~511210N~518210N~541219N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541690N~541890N~541910N~541990N~561210N~561422N~561621N~561990N~611420N~611430N~611710N~811212N
9324896,334111N~334112N~334220N~541511N~541512N~541513N~541519E~611420N~611710N
9324896,334111N~518210N~541511N~541512N~541513N~541519E
9331220,334111N~334112N~334290N~334418N~334613N~423430N~541512N~541513N~541519E~541614N~541618N
9331220,541519E
9331220,238220N~334111N~334112N~511210N~541380N~541511N~541512N~541513N~541519E~561990N~611420N~611430N~611710N
9331220,334111N~541712E
9331220,334111N~511210N~541519E
9331220,541614N
9331220,238220N~518210N~541330E~541380N~541511N~541512N~541513N~541519E~541611N~541612N~541618N~541690N~541910N~541990N~561210N~561990N~611420N~611430N~611710N
9331220,541712E
9331220,334413N
9331220,518210N
